Insert into customer values('C10001','Georgi','Facello','active','M','1953-09-02','gfacello@gmail.com','676 Little Cider Promenade, Spotted Horn, OH, 43979-0144, US','3956961242',MD5('Georgi'));
Insert into customer values('C10012','Patricio','Bridgland','active','M','1960-10-04','pbridgland@gmail.com','6184 Lazy Sky Row, Poverty, NC, 28932-8893, US','8568987789',MD5('Patricio'));
Insert into customer values('C10013','Eberhardt','Terkki','active','M','1963-06-07','eterkki@gmail.com','8625 Harvest View Concession, Tuntutuliak, ND, 58679-2365, US','3843315334',MD5('Eberhardt'));
Insert into customer values('C10014','Berni','Genin','disabled','M','1956-02-12','bgenin@gmail.com','7847 Sleepy Willow Harbour, Granite, OH, 45544-1688, US','4839226538',MD5('Berni'));
Insert into customer values('C10015','Guoxiang','Nooteboom','active','M','1959-08-19','gnooteboom@gmail.com','2193 Merry Leaf Mountain, Picatinny Arsenal, KS, 66407-8421, US','5262346567',MD5('Guoxiang'));
Insert into customer values('C10016','Kazuhito','Cappelletti','active','M','1961-05-02','kcappelletti@gmail.com','9373 Emerald Shadow Mews, Trenton, NJ, 08532-3846, US','4699997448',MD5('Kazuhito'));
Insert into customer values('C10017','Cristinel','Bouloucos','disabled','F','1958-07-06','cbouloucos@gmail.com','5925 Shady Ridge, Ordinary, WY, 82894-4205, US','4673622222',MD5('Cristinel'));
Insert into customer values('C10018','Kazuhide','Peha','active','F','1954-06-19','kpeha@gmail.com','9584 Jagged Pine Woods, Snow Hill, MS, 39515-2901, US','7339748698',MD5('Kazuhide'));
Insert into customer values('C10019','Lillian','Haddadi','active','M','1953-01-23','lhaddadi@gmail.com','6294 Golden Bend, Lockeport, RI, 02867-7730, US','9941928429',MD5('Lillian'));
Insert into customer values('C10020','Mayuko','Warwick','disabled','M','1952-12-24','mwarwick@gmail.com','5304 Indian Nook, Copper Spur, SD, 57080-1517, US','4792858789',MD5('Mayuko'));
Insert into customer values('C10021','Ramzi','Erde','disabled','M','1960-02-20','rerde@gmail.com','7085 Foggy Fox Meadow, Chance, PA, 15431-5906, US','9335465138',MD5('Ramzi'));
Insert into customer values('C10022','Shahaf','Famili','active','M','1952-07-08','sfamili@gmail.com','9667 Rocky Branch Beach, Shoulderblade, NE, 68838-2367, US','4865393717',MD5('Shahaf'));
Insert into customer values('C10023','Bojan','Montemayor','disabled','F','1953-09-29','bmontemayor@gmail.com','5217 Quaking Alley, Sackville, ID, 83866-0939, US','7223861593',MD5('Bojan'));
Insert into customer values('C10024','Suzette','Pettey','disabled','F','1958-09-05','spettey@gmail.com','8523 Round Oak Townline, Temperance Bell, VA, 23491-4777, US','3992339833',MD5('Suzette'));
Insert into customer values('C10025','Prasadram','Heyers','active','M','1958-10-31','pheyers@gmail.com','9505 Pleasant Dale Corners, Crump Town, TN, 38473-0353, US','4268347494',MD5('Prasadram'));
Insert into customer values('C10026','Yongqiao','Berztiss','active','M','1953-04-03','yberztiss@gmail.com','2108 Blue Trace, Hill Number 2, TX, 77506-6060, US','6326421657',MD5('Yongqiao'));
Insert into customer values('C10027','Divier','Reistad','active','F','1962-07-10','dreistad@gmail.com','5087 Lost Island Ledge, Cairo, DE, 19878-9512, US','1789213219',MD5('Divier'));
Insert into customer values('C10028','Domenick','Tempesti','disabled','M','1963-11-26','dtempesti@gmail.com','6649 Iron Wharf, Hygiene, CT, 06313-8540, US','6577158459',MD5('Domenick'));
Insert into customer values('C10029','Otmar','Herbst','active','M','1956-12-13','oherbst@gmail.com','2149 Dusty Apple Ramp, Hookers Bend, MD, 21964-3995, US','4366962626',MD5('Otmar'));
Insert into customer values('C10030','Elvis','Demeyer','active','M','1958-07-14','edemeyer@gmail.com','2347 High Quay, Dillingham, UT, 84451-0177, US','3413284382',MD5('Elvis'));
Insert into customer values('C10031','Karsten','Joslin','disabled','M','1959-01-27','kjoslin@gmail.com','7755 Dewy By-pass, Whipple Hollow, AK, 99675-5402, US','5151712756',MD5('Karsten'));
Insert into customer values('C10032','Jeong','Reistad','active','F','1960-08-09','jreistad@gmail.com','7208 Hidden Autumn Square, Lolita, IA, 50626-4733, US','2553319339',MD5('Jeong'));
Insert into customer values('C10033','Arif','Merlo','active','M','1956-11-14','amerlo@gmail.com','1501 Burning Way, Namskaket, SD, 57444-5485, US','2673911468',MD5('Arif'));
Insert into customer values('C10034','Bader','Swan','disabled','M','1962-12-29','bswan@gmail.com','7498 Quiet Vale, True Blue, NJ, 07194-1871, US','7392393136',MD5('Bader'));
Insert into customer values('C10035','Alain','Chappelet','disabled','M','1953-02-08','achappelet@gmail.com','5313 Misty Pioneer Bank, Zumbro Falls, OR, 97935-2016, US','2645785417',MD5('Alain'));
Insert into customer values('C10036','Adamantios','Portugali','active','M','1959-08-10','aportugali@gmail.com','7974 Clear Dale, Blackjack, MT, 59768-4627, US','3194621461',MD5('Adamantios'));
Insert into customer values('C10037','Pradeep','Makrucki','disabled','M','1963-07-22','pmakrucki@gmail.com','1477 Fallen Anchor Forest, Progress, VA, 23804-9731, US','7818734757',MD5('Pradeep'));
Insert into customer values('C10038','Huan','Lortz','disabled','M','1960-07-20','hlortz@gmail.com','3480 Cotton Beacon Carrefour, Saint-Leonard, DC, 20057-9699, US','5441364775',MD5('Huan'));
Insert into customer values('C10039','Alejandro','Brender','active','M','1959-10-01','abrender@gmail.com','8978 Amber Hills Field, Lake Alma, MD, 21674-3045, US','5159532918',MD5('Alejandro'));
Insert into customer values('C10040','Weiyi','Meriste','active','F','1959-09-13','wmeriste@gmail.com','1115 Noble Goose Knoll, Typo, SC, 29019-4717, US','2355118464',MD5('Weiyi'));
Insert into customer values('C10041','Uri','Lenart','active','F','1959-08-27','ulenart@gmail.com','9682 Honey Butterfly Hollow, Pole Cat Crossing, UT, 84123-6231, US','8848297564',MD5('Uri'));
Insert into customer values('C10042','Magy','Stamatiou','disabled','F','1956-02-26','mstamatiou@gmail.com','2863 Heather Street, Rowdyville, DC, 20022-0682, US','2439464193',MD5('Magy'));
Insert into customer values('C10043','Yishay','Tzvieli','active','M','1960-09-19','ytzvieli@gmail.com','1513 Silent Towers, Kidtown, ND, 58887-5919, US','4449841871',MD5('Yishay'));
Insert into customer values('C10044','Mingsen','Casley','active','F','1961-09-21','mcasley@gmail.com','8482 Cozy Lagoon Edge, Dalhousie, RI, 02906-1335, US','7258784546',MD5('Mingsen'));
Insert into customer values('C10045','Moss','Shanbhogue','disabled','M','1957-08-14','mshanbhogue@gmail.com','4009 Red Deer Line, Pipyak, TX, 77270-4735, US','4599541663',MD5('Moss'));
Insert into customer values('C10046','Lucien','Rosenbaum','active','M','1960-07-23','lrosenbaum@gmail.com','8001 Wishing Rise, Uncle Sam, NJ, 07807-1560, US','6444826655',MD5('Lucien'));
Insert into customer values('C10047','Zvonko','Nyanchama','active','M','1952-06-29','znyanchama@gmail.com','2549 Umber Prairie Chase, Iceland, RI, 02942-3668, US','9666134361',MD5('Zvonko'));
Insert into customer values('C10048','Florian','Syrotiuk','disabled','M','1963-07-11','fsyrotiuk@gmail.com','5444 Velvet Nectar Orchard, Eclectic, DC, 20065-1012, US','3355363227',MD5('Florian'));
Insert into customer values('C10049','Basil','Tramer','disabled','F','1961-04-24','btramer@gmail.com','2003 Gentle Court, Indian Moccasin, ME, 04923-7223, US','7789799979',MD5('Basil'));
Insert into customer values('C10050','Yinghua','Dredge','active','M','1958-05-21','ydredge@gmail.com','1845 Rustic Farm, Christmas Valley, OH, 43888-6289, US','6549588477',MD5('Yinghua'));
Insert into customer values('C10051','Hidefumi','Caine','disabled','M','1953-07-28','hcaine@gmail.com','8432 Pleasant Glade, Dice, NJ, 08887-0686, US','8328858949',MD5('Hidefumi'));
Insert into customer values('C10052','Heping','Nitsch','disabled','M','1961-02-26','hnitsch@gmail.com','2384 Cinder Hickory Limits, Squibnocket, CT, 06059-7099, US','7931825198',MD5('Heping'));
Insert into customer values('C10053','Sanjiv','Zschoche','active','F','1954-09-13','szschoche@gmail.com','292 Little Apple Meadow, Wikieup, NJ, 08661-5649, US','5251667879',MD5('Sanjiv'));
Insert into customer values('C10054','Mayumi','Schueller','active','M','1957-04-04','mschueller@gmail.com','5824 Clear Lagoon Nook, Stephenville, VA, 23143-3453, US','2817114225',MD5('Mayumi'));
Insert into customer values('C10055','Georgy','Dredge','active','M','1956-06-06','gdredge@gmail.com','4566 Bright Creek Mount, Hanging Rock, ID, 83224-2695, US','9945999232',MD5('Georgy'));
Insert into customer values('C10056','Brendon','Bernini','disabled','F','1961-09-01','bbernini@gmail.com','375 Hazy Heights, Montague, CT, 06435-1624, US','6892668414',MD5('Brendon'));
Insert into customer values('C10057','Ebbe','Callaway','active','F','1954-05-30','ecallaway@gmail.com','9888 Colonial Wharf, Talking Leaves, IN, 47801-1395, US','7752112515',MD5('Ebbe'));
Insert into customer values('C10058','Berhard','McFarlin','active','M','1954-10-01','bmcfarlin@gmail.com','2287 Indian Pine Quay, Quiggleville, MO, 64102-0274, US','2525732378',MD5('Berhard'));
Insert into customer values('C10059','Alejandro','McAlpine','disabled','F','1953-09-19','amcalpine@gmail.com','7574 Broad Crest, Delightful, SC, 29465-2005, US','1829621242',MD5('Alejandro'));
Insert into customer values('C10060','Breannda','Billingsley','active','M','1961-10-15','bbillingsley@gmail.com','1036 Cozy Dale Beach, Mililani, CA, 90143-9230, US','2767733222',MD5('Breannda'));
Insert into customer values('C10061','Tse','Herber','active','M','1962-10-19','therber@gmail.com','2236 Round Pioneer Round, Carman, AL, 36618-2597, US','1382925438',MD5('Tse'));
Insert into customer values('C10062','Anoosh','Peyn','disabled','M','1961-11-02','apeyn@gmail.com','3583 Stony Timber Extension, Stoner Place, OK, 74991-1920, US','7715333897',MD5('Anoosh'));
Insert into customer values('C10063','Gino','Leonhardt','disabled','F','1952-08-06','gleonhardt@gmail.com','916 Emerald Lane, Cow Run, MI, 49693-6056, US','5129474462',MD5('Gino'));
Insert into customer values('C10064','Udi','Jansch','active','M','1959-04-07','ujansch@gmail.com','9919 Velvet Robin Range, Ready, NJ, 07649-2431, US','9972335182',MD5('Udi'));
Insert into customer values('C10065','Satosi','Awdeh','disabled','M','1963-04-14','sawdeh@gmail.com','5094 Lazy Court, Sprite, ID, 83360-3875, US','9956282596',MD5('Satosi'));
Insert into customer values('C10066','Kwee','Schusler','disabled','M','1952-11-13','kschusler@gmail.com','4500 Silver Mall , Anaconda, WV, 24984-4348, US','8911153493',MD5('Kwee'));
Insert into customer values('C10067','Claudi','Stavenow','active','M','1953-01-07','cstavenow@gmail.com','6771 Sunny Nectar Canyon, Beechy, IA, 52970-9976, US','2851732585',MD5('Claudi'));
Insert into customer values('C10068','Charlene','Brattka','active','M','1962-11-26','cbrattka@gmail.com','557 Hidden Deer Bend, Sinnemahoning, TX, 77743-4647, US','5512262683',MD5('Charlene'));
Insert into customer values('C10069','Margareta','Bierman','active','F','1960-09-06','mbierman@gmail.com','9905 Lost Corners, Porcupine Plain, IL, 62574-3676, US','2158716628',MD5('Margareta'));
Insert into customer values('C10070','Reuven','Garigliano','disabled','M','1955-08-20','rgarigliano@gmail.com','6730 Noble Pond Key, Markinch, IA, 52453-5557, US','2214281742',MD5('Reuven'));
Insert into customer values('C10071','Hisao','Lipner','active','M','1958-01-21','hlipner@gmail.com','5479 Thunder Drive, Turkey Flat, CT, 06987-3570, US','1313966221',MD5('Hisao'));
Insert into customer values('C10072','Hironoby','Sidou','active','F','1952-05-15','hsidou@gmail.com','4605 Red Vista, Bosstown, CT, 06292-8123, US','9111219967',MD5('Hironoby'));
Insert into customer values('C10073','Shir','McClurg','disabled','M','1954-02-23','smcclurg@gmail.com','8453 Jagged View Arbor, Yaak, IN, 46495-1621, US','5829712983',MD5('Shir'));
Insert into customer values('C10074','Mokhtar','Bernatsky','active','F','1955-08-28','mbernatsky@gmail.com','1575 Dusty Sky Subdivision, June Bug, MD, 21413-2959, US','9882636632',MD5('Mokhtar'));
Insert into customer values('C10075','Gao','Dolinsky','active','F','1960-03-09','gdolinsky@gmail.com','827 Old Shadow Abbey, Cactus, UT, 84583-8518, US','4139729191',MD5('Gao'));
Insert into customer values('C10076','Erez','Ritzmann','disabled','F','1952-06-13','eritzmann@gmail.com','1905 Rustic Log Trace, Killdeer Island, CO, 81998-8862, US','5699159972',MD5('Erez'));
Insert into customer values('C10077','Mona','Azuma','disabled','M','1964-04-18','mazuma@gmail.com','1451 Fallen Quail Terrace, Treherne, CT, 06057-3805, US','2231719592',MD5('Mona'));
Insert into customer values('C10078','Danel','Mondadori','active','F','1959-12-25','dmondadori@gmail.com','7895 Crystal Chase, Pangman, VT, 05774-4355, US','2867129443',MD5('Danel'));
Insert into customer values('C10079','Kshitij','Gils','disabled','F','1961-10-05','kgils@gmail.com','4873 Umber Mountain Field, Craggie Hope, MD, 20982-2565, US','5476123324',MD5('Kshitij'));
Insert into customer values('C10080','Premal','Baek','disabled','M','1957-12-03','pbaek@gmail.com','6175 Gentle Campus, Chilly, TN, 38007-5213, US','1744616814',MD5('Premal'));
Insert into customer values('C10081','Zhongwei','Rosen','active','M','1960-12-17','zrosen@gmail.com','5410 Cotton Rise Grounds, Chugiak, LA, 70651-9217, US','7241544164',MD5('Zhongwei'));
Insert into customer values('C10082','Parviz','Lortz','active','M','1963-09-09','plortz@gmail.com','3494 Misty Jetty, Calypso, WV, 26291-8084, US','4786784913',MD5('Parviz'));
Insert into customer values('C10083','Vishv','Zockler','active','M','1959-07-23','vzockler@gmail.com','7559 Honey Rabbit Ramp, Ko Ko, MN, 55222-9133, US','1218937948',MD5('Vishv'));
Insert into customer values('C10084','Tuval','Kalloufi','disabled','M','1960-05-25','tkalloufi@gmail.com','9244 Foggy Fox Autoroute, Tuscarawas, CA, 95808-5487, US','4857813685',MD5('Tuval'));
Insert into customer values('C10085','Kenroku','Malabarba','active','M','1962-11-07','kmalabarba@gmail.com','431 Shady Byway, Point Lay, HI, 96708-9127, US','5576692642',MD5('Kenroku'));
Insert into customer values('C10086','Somnath','Foote','active','M','1962-11-19','sfoote@gmail.com','1936 Silent Corner, Ransom Stand, IL, 60093-7202, US','2245752767',MD5('Somnath'));
Insert into customer values('C10087','Xinglin','Eugenio','disabled','F','1959-07-23','xeugenio@gmail.com','3080 Sleepy Close, Cutalong, NJ, 07819-3125, US','8693372198',MD5('Xinglin'));
Insert into customer values('C10088','Jungsoon','Syrzycki','active','F','1954-02-25','jsyrzycki@gmail.com','1277 Blue Carrefour, Tannenbaum, MS, 39152-8302, US','4665352727',MD5('Jungsoon'));
Insert into customer values('C10089','Sudharsan','Flasterstein','active','F','1963-03-21','sflasterstein@gmail.com','3432 Burning Wagon Dale, Gnadenhutten, GA, 39904-8438, US','3173679994',MD5('Sudharsan'));
Insert into customer values('C10090','Kendra','Hofting','disabled','M','1961-05-30','khofting@gmail.com','7560 Grand Butterfly Hill, Jansen, NJ, 07115-4237, US','8686426776',MD5('Kendra'));
Insert into customer values('C10091','Amabile','Gomatam','disabled','M','1955-10-04','agomatam@gmail.com','5460 Wishing Cider Centre, Pompanoosuc, DC, 20084-8830, US','1776268779',MD5('Amabile'));
Insert into customer values('C10092','Valdiodio','Niizuma','active','F','1964-10-18','vniizuma@gmail.com','7321 Quiet Link, Blue Anchor, AR, 72651-5005, US','6774231414',MD5('Valdiodio'));
Insert into customer values('C10093','Sailaja','Desikan','disabled','M','1964-06-11','sdesikan@gmail.com','4952 Quaking Panda Run, Zap, MN, 56786-2751, US','6261726284',MD5('Sailaja'));
Insert into customer values('C10094','Arumugam','Ossenbruggen','disabled','F','1957-05-25','aossenbruggen@gmail.com','9277 Dewy Blossom Stead, Bearcreek, OH, 45833-1456, US','4119514722',MD5('Arumugam'));
Insert into customer values('C10095','Hilari','Morton','active','M','1965-01-03','hmorton@gmail.com','3031 Middle Gate Dell, Hurricane, IL, 60701-6932, US','7289258419',MD5('Hilari'));
Insert into customer values('C10096','Jayson','Mandell','active','M','1954-09-16','jmandell@gmail.com','9791 Merry Anchor Pathway, Kyle, AL, 35863-6240, US','7343433578',MD5('Jayson'));
Insert into customer values('C10097','Remzi','Waschkowski','active','M','1952-02-27','rwaschkowski@gmail.com','6127 Amber Brook Crossing, Beaver City, NE, 68348-3234, US','2111323826',MD5('Remzi'));
Insert into customer values('C10098','Sreekrishna','Servieres','disabled','F','1961-09-23','sservieres@gmail.com','623 Harvest Bluff Front, Koshkonong, RI, 02914-1627, US','1424187479',MD5('Sreekrishna'));
Insert into customer values('C10099','Valter','Sullins','active','F','1956-05-25','vsullins@gmail.com','7335 Golden Beacon Maze, Jenny Lind, CO, 80357-1043, US','5711166644',MD5('Valter'));
Insert into customer values('C10100','Hironobu','Haraldson','active','F','1953-04-21','hharaldson@gmail.com','1150 Tawny Place, Maxinkuckee, AZ, 86312-8859, US','4138799567',MD5('Hironobu'));
Insert into customer values('C10101','Perla','Heyers','disabled','F','1952-04-15','pheyers@gmail.com','3919 Lazy Cove, Blue Earth, WI, 53791-1127, US','5834189466',MD5('Perla'));
Insert into customer values('C10102','Paraskevi','Luby','active','F','1959-11-04','pluby@gmail.com','2643 Clear Island Path, Richard, NY, 12419-6095, US','5339668421',MD5('Paraskevi'));
Insert into customer values('C10103','Akemi','Birch','active','M','1953-11-26','abirch@gmail.com','9640 Heather Place, Pronto, OH, 43799-9517, US','7852653891',MD5('Akemi'));
Insert into customer values('C10104','Xinyu','Warwick','disabled','M','1961-11-19','xwarwick@gmail.com','8344 Thunder Line, St. Walburg, LA, 71072-2599, US','1312212887',MD5('Xinyu'));
Insert into customer values('C10105','Hironoby','Piveteau','disabled','M','1962-02-05','hpiveteau@gmail.com','8947 Golden Mountain Expressway, Shin Pond, DC, 20027-8968, US','7351162368',MD5('Hironoby'));
Insert into customer values('C10106','Eben','Aingworth','active','M','1952-08-29','eaingworth@gmail.com','3269 Misty Edge, Israel Haul, WV, 24731-1582, US','9942419234',MD5('Eben'));
Insert into customer values('C10107','Dung','Baca','disabled','F','1956-06-13','dbaca@gmail.com','679 Honey Crossing, Tyewhoppety, OK, 74839-2048, US','7438389684',MD5('Dung'));
Insert into customer values('C10108','Lunjin','Giveon','disabled','M','1952-04-07','lgiveon@gmail.com','7945 Blue Hills Private, Forty Four, NV, 89545-8152, US','8554537711',MD5('Lunjin'));
Insert into customer values('C10109','Mariusz','Prampolini','active','F','1958-11-25','mprampolini@gmail.com','6767 Dusty Promenade, Shock, NY, 11089-2403, US','3687919886',MD5('Mariusz'));
Insert into customer values('C10110','Xuejia','Ullian','active','F','1957-03-07','xullian@gmail.com','8973 Indian Villas, Ogema, NC, 28064-8926, US','1433727161',MD5('Xuejia'));
Insert into customer values('C10111','Hugo','Rosis','active','F','1963-08-29','hrosis@gmail.com','853 Quaking Avenue, Roach, GA, 39917-2774, US','1231749961',MD5('Hugo'));
Insert into customer values('C10112','Yuichiro','Swick','disabled','F','1963-08-13','yswick@gmail.com','4584 Jagged Grove Abbey, Midnight, CA, 91433-2066, US','5231617628',MD5('Yuichiro'));
Insert into customer values('C10113','Jaewon','Syrzycki','active','M','1963-11-13','jsyrzycki@gmail.com','3833 Cozy Pine Estates, Fickles Corner, RI, 02888-6561, US','1885143383',MD5('Jaewon'));
Insert into customer values('C10114','Munir','Demeyer','active','F','1957-02-16','mdemeyer@gmail.com','1646 Wishing Panda Limits, Tuxedo, GA, 39943-1130, US','2611358756',MD5('Munir'));
Insert into customer values('C10115','Chikara','Rissland','disabled','M','1964-12-25','crissland@gmail.com','4870 Green Dale Autoroute, Live Easy, RI, 02869-4999, US','5749999581',MD5('Chikara'));
Insert into customer values('C10116','Dayanand','Czap','active','F','1955-08-26','dczap@gmail.com','4370 Middle Walk, Ituna, PA, 18592-4371, US','8979143712',MD5('Dayanand'));
Insert into customer values('C10117','Kiyotoshi','Blokdijk','active','F','1961-10-24','kblokdijk@gmail.com','3138 Amber Embers Campus, Wethocouchy, NM, 88407-8610, US','6256944852',MD5('Kiyotoshi'));
Insert into customer values('C10118','Zhonghui','Zyda','disabled','F','1957-03-29','zzyda@gmail.com','3618 Iron Glade, Mile of Woods, MD, 21728-4198, US','2981642663',MD5('Zhonghui'));
Insert into customer values('C10119','Domenick','Peltason','disabled','M','1960-12-01','dpeltason@gmail.com','9803 Old Round, Hotalihuyana, CA, 92182-0123, US','4272118793',MD5('Domenick'));
Insert into customer values('C10120','Armond','Fairtlough','active','F','1960-03-26','afairtlough@gmail.com','1121 Red Landing, Cincinnati, NH, 03305-4984, US','7748991964',MD5('Armond'));
Insert into customer values('C10121','Guoxiang','Ramsay','disabled','M','1962-07-14','gramsay@gmail.com','7181 Silent Towers, Burnt Prairie, TN, 38393-5534, US','4181653361',MD5('Guoxiang'));
Insert into customer values('C10122','Ohad','Esposito','disabled','M','1965-01-19','oesposito@gmail.com','8110 Umber Leaf Quay, Dakoming, NC, 27603-5778, US','7557773623',MD5('Ohad'));
Insert into customer values('C10123','Hinrich','Randi','active','M','1962-05-12','hrandi@gmail.com','9916 Emerald Pony Row, Hassunadchuauck, CA, 92339-0872, US','2521946338',MD5('Hinrich'));
Insert into customer values('C10124','Geraldo','Marwedel','active','M','1962-05-23','gmarwedel@gmail.com','4156 Pleasant Deer Concession, Excelsior, RI, 02967-3481, US','8467616968',MD5('Geraldo'));
Insert into customer values('C10125','Syozo','Hiltgen','active','F','1957-09-13','shiltgen@gmail.com','1368 Lost Pike, Jerktail, KS, 67373-9252, US','1839969867',MD5('Syozo'));
Insert into customer values('C10126','Kayoko','Valtorta','disabled','M','1954-08-07','kvaltorta@gmail.com','5669 High Shadow Highway, Walla Walla, DC, 20032-7846, US','4193458264',MD5('Kayoko'));
Insert into customer values('C10127','Subir','Baja','active','F','1952-02-24','sbaja@gmail.com','9442 Grand Autumn Canyon, Frankenstein, WV, 26427-4786, US','2333851854',MD5('Subir'));
Insert into customer values('C10128','Babette','Lamba','active','F','1958-02-15','blamba@gmail.com','2492 Little Pioneer Mount, Hikapoloa, GA, 39884-3585, US','2327891898',MD5('Babette'));
Insert into customer values('C10129','Armond','Peir','disabled','M','1955-12-02','apeir@gmail.com','2926 Crystal Arbor, Possum Trot, CA, 91213-7169, US','2228163221',MD5('Armond'));
Insert into customer values('C10130','Nishit','Casperson','active','M','1955-04-27','ncasperson@gmail.com','2493 Burning Corners, Handsome Eddy, AK, 99956-6197, US','2953451255',MD5('Nishit'));
Insert into customer values('C10131','Magdalena','Eldridge','active','M','1952-02-19','meldridge@gmail.com','9759 Quiet Elk Orchard, Rocky Boy, KS, 66788-4922, US','7762139848',MD5('Magdalena'));
Insert into customer values('C10132','Ayakannu','Skrikant','disabled','M','1956-12-15','askrikant@gmail.com','6584 Sunny View Drive, Arizona, WA, 98327-2936, US','2663418937',MD5('Ayakannu'));
Insert into customer values('C10133','Giri','Isaak','disabled','M','1963-12-12','gisaak@gmail.com','3876 Bright Brook Hill, Belchertown, NJ, 07924-4501, US','4455725774',MD5('Giri'));
Insert into customer values('C10134','Diederik','Siprelle','active','M','1953-04-15','dsiprelle@gmail.com','5676 Velvet Rabbit Jetty, Pilaklakha, IL, 60134-8563, US','5313829387',MD5('Diederik'));
Insert into customer values('C10135','Nathan','Monkewich','disabled','M','1956-12-23','nmonkewich@gmail.com','2164 Broad Vista, Spy Rock, OK, 73483-8053, US','1547823414',MD5('Nathan'));
Insert into customer values('C10136','Zissis','Pintelas','disabled','M','1961-09-14','zpintelas@gmail.com','2432 Harvest Mountain, Spackenkill, NV, 89287-3485, US','8766174186',MD5('Zissis'));
Insert into customer values('C10137','Maren','Hutton','active','M','1959-07-30','mhutton@gmail.com','1185 Merry Terrace, Loafers Station, ID, 83447-7009, US','3516551379',MD5('Maren'));
Insert into customer values('C10138','Perry','Shimshoni','active','M','1955-04-24','pshimshoni@gmail.com','7203 Hidden Dale, Featherbed, TX, 78218-9120, US','9373976628',MD5('Perry'));
Insert into customer values('C10139','Ewing','Foong','active','F','1963-03-03','efoong@gmail.com','6598 Noble Plaza, Hog Back, DC, 20030-9391, US','1383323631',MD5('Ewing'));
Insert into customer values('C10140','Yucel','Auria','disabled','F','1957-03-11','yauria@gmail.com','7784 Cinder Mews, Dixie, ND, 58658-7524, US','9548385319',MD5('Yucel'));
Insert into customer values('C10141','Shahaf','Ishibashi','active','F','1960-01-17','sishibashi@gmail.com','4489 Easy Lagoon Thicket, Codette, WY, 82064-5511, US','5541822625',MD5('Shahaf'));
Insert into customer values('C10142','Tzvetan','Hettesheimer','active','M','1956-08-29','thettesheimer@gmail.com','187 Rustic Grounds, Quonochontaug, SC, 29498-2456, US','9183534551',MD5('Tzvetan'));
Insert into customer values('C10143','Sakthirel','Bakhtari','disabled','M','1961-07-16','sbakhtari@gmail.com','3706 Sleepy Apple Hollow, Lukachukai, SD, 57900-2016, US','7716844425',MD5('Sakthirel'));
Insert into customer values('C10144','Marla','Brendel','active','M','1959-06-17','mbrendel@gmail.com','7207 Fallen Hickory Ridge, June Bug, IL, 62337-2448, US','8584179435',MD5('Marla'));
Insert into customer values('C10145','Akemi','Esposito','active','F','1956-03-30','aesposito@gmail.com','6815 Hazy Goose Vale, Flint, CA, 96012-7366, US','6182792257',MD5('Akemi'));
Insert into customer values('C10146','Chenyi','Syang','disabled','M','1959-01-12','csyang@gmail.com','4427 Cotton Wood, Sky Ball, VT, 05164-9852, US','4994828747',MD5('Chenyi'));
Insert into customer values('C10147','Kazuhito','Encarnacion','disabled','M','1964-10-13','kencarnacion@gmail.com','6562 Foggy River Inlet, Hailstone, NH, 03826-2718, US','7938227374',MD5('Kazuhito'));
Insert into customer values('C10148','Douadi','Azumi','active','M','1957-10-04','dazumi@gmail.com','9472 Shady Pond Wharf, Click, MN, 56112-0796, US','3787147817',MD5('Douadi'));
